question,answer,url
"Почему нужно заполнять анкету TR EAEU 012?","Анкета помогает точно определить тип взрывозащиты и другие важные характеристики устройства.","None"
"Какой документ нужен, если устройство не подпадает под TR EAEU 012?","Для таких устройств нужно оформлять декларацию TR EAEU 020.","None"
"Что такое HS код и зачем он нужен?","HS код (код ТН ВЭД) нужен для определения применимых регламентов и процедур сертификации.","None"
"Почему устройства сертифицируются отдельно, даже если похожи?","Объединение возможно, если устройства аналогичны по функциям и конструкции. Сертификация проводится по группам.","None"
"Какие устройства требуют сертификат PAC?","Измерительные приборы, попадающие под госрегулирование, требуют свидетельство об утверждении типа (PAC).","None"
"Можно ли объединить несколько моделей в один сертификат?","Если устройства объединены по признакам и характеристикам — да, но в некоторых случаях требуется отдельный сертификат.","None"
"Почему TR CU 004/2011 не применяется к нашим устройствам?","Регламент 004/2011 применяется к устройствам с определённым напряжением. Ваши устройства не соответствуют этим параметрам.","None"
"Сколько сертификатов оформлено по TR CU 012?","Было выдано 5 сертификатов по TR CU 012, так как устройства разные и не могут быть объединены.","None"
"Помогает ли наличие сертификата IECEx получить TR CU 012?","Нет, наличие IECEx не даёт упрощений при сертификации TR CU 012. Процедура всё равно полная.","None"
"Можно ли получить TR CU 012 без образцов?","Да, в Кыргызстане можно оформить без образцов, но нужны живые фото устройства с трёх сторон и шильдика.","None"
"Какая процедура сертификации чая и кофе в России?","Продукция подлежит декларированию соответствия согласно ТР ТС 021/2011.","None"
"Нужны ли образцы для сертификации чая и кофе?","Да, образцы обязательны для проведения лабораторных испытаний.","None"
"Сколько времени занимает оформление декларации?","Обычно от 1 до 2 недель.","None"
"Сколько стоит декларация на чай или кофе?","570 долларов США + 200 долларов США, если у вас нет импортёра в России.","None"
"Это стоимость за один продукт?","Нет, стоимость указана за одну категорию продукции, например, отдельно чай и отдельно кофе.","None"
"Если у нас есть импортёр в России, что нужно?","Мы подготавливаем черновик декларации, а импортёр подписывает его на сайте ФСА с помощью электронной подписи.","None"
"Нужна ли отдельная декларация для каждого покупателя?","Нет, если мы выступаем заявителем, мы можем выдать доверенность вашим дистрибьюторам.","None"
"Сколько заявок нужно при наличии нескольких продуктов?","Одна заявка на каждую категорию продукции. Например, кофе — одна, чай — одна, шоколадный напиток — одна.","None"
"Какой срок действия декларации?","Декларация действует 5 лет.","None"
"Делаете ли вы СГР на дезинфицирующее средство с моющим эффектом?","Да, оформление СГР возможно при наличии технической документации и кода ТН ВЭД.","None"
"Какой код ТН ВЭД у дезинфицирующего средства с моющим эффектом?","3808949000.","None"
"Сколько времени занимает оформление СГР на дезинфицирующее средство?","В среднем от 8 до 16 недель при наличии всех документов, без учёта доставки образцов.","None"
"Можно ли ускорить оформление СГР?","Максимально возможное ускорение — только при наличии полного комплекта документов в начале работы.","None"
"Какова стоимость СГР на дезинфицирующее средство?","От 420 000 рублей.","None"
"Сколько времени занимает оформление СГР с учётом всех факторов?","От 16 до 25 недель, в зависимости от объёма испытаний и доставки образцов.","None"
"От чего зависит количество испытаний?","От биологической активности препарата — на какие вирусы и бактерии он действует.","None"
"Какие документы нужны для оформления СГР?","Техническая документация, заявка, информация о биологической активности, образцы продукции.","None"
"Можно ли оформить сертификат соответствия (СС) на ламинат?","Да, возможно оформить СС в России или Кыргызстане, но не в Казахстане.","None"
"Какой код ТН ВЭД у ламината?","4411139000.","None"
"Что делать, если товар завезён и растаможен на физлицо?","Можно оформить СС на нашего заявителя и выдать доверенность.","None"
"Сколько стоит оформление СС на ламинат?","160 000 рублей.","None"
"Почему такая стоимость оформления?","Сертификация сложная, требует длительных и сложных испытаний для подтверждения всех характеристик ламината.","None"
"Нужна ли сертификация на светильники для музея?","Да, требуется сертификат соответствия ТР ЕАЭС 004/2011 и ТР ЕАЭС 020/2011.","None"
"Сколько стоит сертификат на светильники?","95 000 рублей на одну группу товаров.","None"
"Можно ли оформить сертификат в Кыргызстане без образцов?","Да, возможна сертификация в Кыргызстане без предоставления образцов.","None"
"Сколько времени занимает оформление сертификата на светильники?","Срок оформления — 4–5 недель.","None"
"Какие документы нужны для сертификации светильников?","Заявка, техническое описание, руководство по эксплуатации или паспорт товара.","None"
"Нужна ли дополнительная декларация на светильники?","Да, требуется декларация соответствия ТР ЕАЭС 037/2016. Стоимость — 12 000 рублей.","None"
"Можно ли оформить отказное письмо на светильники?","Нет, на светильники оформляется только сертификат. Отказное письмо возможно только на аксессуары или отдельные части, не подлежащие сертификации.","None"
"Нужны ли технические документы для сертификации?","Да, необходимы технические документы на товары.","None"
"Какие документы требуются для сертификации?","Руководство или техническое описание, заявка, и сообщения ЕЭК ООН (в хорошем качестве).","None"
"Сколько времени занимает сертификация?","Срок сертификации составляет 3–4 недели после поступления образцов в лабораторию.","None"
"Сколько стоит сертификация?","Стоимость — 250 000 рублей + 1000 рублей за проверку одного сообщения ЕЭК ООН.","None"
"Нужны ли образцы для сертификации?","Да, требуются образцы по одному на каждое наименование продукции.","None"
"Обязательно ли проводить заводской осмотр?","Нет, заводской осмотр не требуется.","None"
"Какой срок действия сертификата?","Срок действия сертификата — 5 лет.","None"
"Зачем нужны новые образцы, если сертификат уже был?","Так как оформляется новый сертификат, а не продлевается старый, нужны новые образцы для испытаний.","None"
"Что будет с образцами после испытаний?","Можно запросить возврат образцов после испытаний, но они будут с отметками и инвентарными номерами.","None"
"Можно ли просто перевыпустить старый сертификат?","Нет, сертификаты с истекшим сроком не перевыпускаются — нужно проходить новую процедуру сертификации.","None"
"Проверяете ли вы описание на упаковке на соответствие нормативам?","Да, можем проверить состав, сроки хранения и соответствие маркировки требованиям.","None"
"Можно ли проверить упаковку соусов перед запуском тиража?","Да, предварительная проверка упаковки возможна, чтобы учесть все недочёты до печати.","None"
"Что входит в проверку упаковки?","Проверка состава, сроков хранения, обязательных элементов маркировки согласно регламенту.","None"
"Сколько стоит сертификат соответствия на копченую говядину, конину, курицу, утку и рыбу?","Стоимость рассчитывается индивидуально, требуется код ТН ВЭД и описание товара (технические условия или ГОСТ).","None"
"Можно ли рассчитать стоимость по коду ОКВЭД?","Нет, для расчета нужен код ТН ВЭД, а не ОКВЭД.","None"
"Какие данные нужны для расчета стоимости сертификации?","Код ТН ВЭД и описание товара: технические условия копчения или ГОСТ.","None"
"Занимается ли ваша компания сертификацией дорожных световозвращателей КД-6 (катафот)?","Да, можем оформить сертификат. Стоимость — 420 000 рублей, срок выпуска от 4 недель.","None"
"Входит ли в стоимость сертификата стоимость протокола испытаний?","Да, это общая стоимость сертификата и протокола испытаний.","None"
"Можно ли часть испытаний провести в своей лаборатории, а остальное у вас?","Нет, испытания должны проходить в одной аккредитованной лаборатории.","None"
"Что если в своей лаборатории нельзя провести все испытания?","Если невозможно выполнить все испытания, сертификат на базе вашего протокола не выдаётся.","None"
"Нужен ли выезд на производство для сертификации?","Это зависит от типов и моделей продукции. Решение принимается после предоставления полной информации.","None"
"Достаточно ли техпроцесса для оценки?","Нет, дополнительно требуется информация о типах и моделях продукции.","None"
"Можно ли сертифицировать дорожную тумбу закрытого типа?","Да, сертификация возможна, при наличии описания и документов.","None"
"Если код ТН ВЭД отсутствует в перечне ТР ЕАЭС 014, нужно ли оформление?","Нет, сертификация не требуется, можно оформить отрицательное решение. Стоимость — 40 000 рублей.","None"
"Можно ли получить сертификат для продажи товара на Wildberries, если я из Казахстана и нет товара в наличии?","Да, возможно. Для расчёта стоимости и оформления нужно предоставить описание товара, область применения и код ТН ВЭД.","None"
"Что нужно для оформления декларации соответствия?","Описание продукции, код ТН ВЭД, информация о происхождении товара и образцы для испытаний.","None"
"Сколько стоит декларация по ТР ТС 009?","Предварительная стоимость — 18 000 рублей. Образцы обязательны.","None"
"Можно ли оформить декларацию, если товар оригинальный корейский?","Да, возможно, если есть подтверждающие документы и образцы.","None"
"Нужна ли отправка товара в Россию для сертификации?","Да, так как лаборатория для испытаний находится в России.","None"
"Что делать, если Wildberries требует сертификат?","Необходимо оформить декларацию соответствия. После этого можно продавать продукцию.","None"
"Будет ли декларация от вашей компании действительной?","Да, наша декларация будет зарегистрирована в официальном реестре.","None"
"Что делать, если неактивна кнопка «Опубликовать» при работе с сертификатом?","Рекомендуется связаться со специалистом МАСТСЕРТ — он объяснит, как действовать.","None"
"Как использовать полученную предварительную версию декларации?","Можно распечатать, подписать, поставить печать и использовать до завершения оформления.","None"
"Что дальше после подготовки первой версии документа?","Следующий шаг — оформление декларации по техническому регламенту ТР ТС 010.","None"
"Почему может быть отклонён предложенный код ТН ВЭД?","Потому что код может быть указан неверно, необходимо уточнение и подбор корректного.","None"
"Нужно ли оформлять СГР на продукцию из каталога?","Нет, согласно каталогу требуется оформление трёх деклараций соответствия.","None"
"Какие документы требуются для ввоза кирпича с кодом ТН ВЭД 690220?","Можно оформить отказное письмо (150$) или добровольный сертификат (600$).","None"
"Сколько стоит добровольный сертификат на кирпич?","540 долларов США, со скидкой 10%, срок оформления — 1–2 недели.","None"
"Требуются ли образцы для добровольной сертификации кирпича?","Нет, образцы не требуются.","None"
"Сколько стоит декларация соответствия ТР ТС 009/2011 на косметику?","620 долларов США за одну декларацию, ранее стоила 890$.","None"
"Сколько всего деклараций нужно на косметику по каталогу?","Три: на лосьоны, кремы и кремы от морщин.","None"
"Какие документы требуются для декларации ТР ТС 009?","Описание и заявка, без образцов и без инспекции завода.","None"
"Сколько действует декларация соответствия ТР ТС 009?","5 лет.","None"
"Какова общая стоимость за 3 декларации на косметику со скидкой?","1860 долларов США.","None"
"Какие документы можно оформить на кирпичи для подтверждения качества?","1. Сертификат по ГОСТ — 590$\n2. Пожарный сертификат — 850$\n3. Экспертное заключение — 600$\n4. Отказное письмо — 120$.","None"
"Сколько стоит оформление деклараций о соответствии по 037, 004, 010, 020 ТР ТС?","5500 рублей, включая протокол, документы и загрузку в ЛК. Также возможен подбор кода ТН ВЭД и формулировки.","https://eik-group.com/"
"Сколько стоит сертификат соответствия на 1 ТР ТС?","40 000 рублей.","https://eik-group.com/"
"Сколько стоит сертификат соответствия на 2 ТР ТС?","50 000 рублей.","https://eik-group.com/"
"Какой срок оформления сертификатов?","1–2 рабочих дня после подтверждения макета.","https://eik-group.com/"
"Выдаются ли оригиналы сертификатов и протоколов?","Да, оригиналы СС и ПИ отправляются на руки.","https://eik-group.com/"
"Можно ли оформить документы через органы из РФ?","Да, возможна сертификация через российские органы и лаборатории.","https://eik-group.com/"
"Работаете ли вы с Казахстаном и Киргизией?","Да, по Киргизии оформляем документы. С Казахстаном работаем при необходимости.","https://eik-group.com/"
"Возможно ли оформить ГОСТ-К для Казахстана?","Да, есть варианты, уточняется возможность оформления.","https://eik-group.com/"
"Можно ли включить несколько артикулов в один сертификат?","Да, все артикулы можно включить в один документ.","None"
"Сколько стоит сертификат соответствия от РФ?","250 000 рублей, требуется предоставление образцов.","None"
"Сколько стоит сертификат от Киргизии?","100 000 рублей, образцы не требуются.","None"
"Сколько стоит декларация соответствия?","12 000 рублей.","None"
"Что рекомендуете — сертификат от РФ или Киргизии?","Рекомендуем оформить сертификат от Киргизии.","None"
"Можно ли получить скидку на оформление в Киргизии?","Да, возможна скидка при оформлении через нас.","None"
"Сколько стоит декларация по ТР ТС 019?","Стоимость оформления составляет от 40 000 до 50 000 рублей.","None"
"Сколько времени занимает оформление декларации по ТР ТС 019?","Срок оформления — от 7 до 11 дней.","None"
"Нужны ли образцы для оформления декларации?","Можно оформить как с образцами, так и без них — по желанию.","None"
"Какие документы нужны для оформления декларации по ТР ТС 019?","Требуется заполненная заявка и описание товара с указанием состава.","None"
"Как доставляются документы, отправленные Почтой России?","Документы должны быть доставлены по адресу, указанному в отправлении.","None"
"Кто может забрать отправление с почты?","Забрать может директор или сотрудник с доверенностью.","None"
"Сколько стоит сертификат на носки для взрослых?","Сертификат по ТР ЕАЭС 017 стоит 45 000 рублей.","None"
"Какие документы нужны для сертификации носков?","Заявка, код ТН ВЭД, описание состава носков. При оформлении в РФ также нужны образцы.","None"
"Можно ли оформить декларацию вместо сертификата на носки?","Да, можно оформить декларацию. Стоимость — 18 000 рублей. Требуются те же документы, что и для сертификата.","None"
"Нужно ли иметь производство в РФ для оформления декларации или сертификата?","Нет, производство может быть где угодно.","None"
"Обязательно ли оформлять документы, если товар ввозится из Китая неофициально?","Если товар неофициально ввозится и не продается через маркетплейсы, то документы можно не оформлять.","None"
"Достаточно ли декларации соответствия для Wildberries?","Обычно достаточно декларации, но лучше уточнить у менеджера Wildberries.","None"
"Можно ли оформить документы без образцов?","Да, можно оформить без образцов в Кыргызстане или Казахстане. Стоимость не меняется.","None"
"Сколько времени занимает оформление декларации и сертификата без образцов?","Декларация — 1–2 недели, сертификат — 3–4 недели.","None"
"Вы работаете на территории Кыргызстана или РФ?","Основной офис находится в РФ, в Кыргызстане работаем через партнёров.","None"
"Можно ли оформить сертификацию через вас, если я в Кыргызстане?","Да, мы можем помочь пройти сертификацию, работаем через партнёров.","None"
"Сколько стоит сертификация одного продукта?","Стоимость зависит от продукта и регламента. Для расчета нужно описание и код ТН ВЭД.","None"
"Какая предварительная стоимость сертификации на косметику?","Декларация ТР ЕАЭС 009 — 18 000 рублей, срок 1–2 недели. Без образцов, если оформлять в Кыргызстане.","None"
"Если косметика медицинская, как пилинги, нужна ли СГР?","Да, если средства относятся к косметологии или медицине, нужна СГР. Стоимость от 40 000 рублей, срок 8–12 недель.","None"
"Нужен ли отдельный документ на каждый тип продукции?","Да, декларация и СГР оформляются на каждую группу средств отдельно.","None"
"Если пилинг не глубинный, можно ли обойтись без СГР?","Да, в этом случае достаточно декларации ТР ЕАЭС 009.","None"
"Оформляете ли вы сертификат СТ-1 и сколько он стоит?","Да, оформляем. Стоимость зависит от комплекта документов и составляет от 40 000 до 140 000 рублей.","None"
"Нужна ли сертификация для настольной лампы и электронного пианино?","Да, для каждой продукции требуется Сертификат ТР ТС 004+020 и Декларация ТР ТС 037.","None"
"Сколько стоит оформление сертификата и декларации на одну продукцию?","Сертификат — 95 000 рублей, декларация — 14 000 рублей. Итого 109 000 рублей на одну продукцию.","None"
"На какой срок выдается сертификат и декларация?","Сертификат и декларация действуют 5 лет.","None"
"Что нужно для оформления сертификата и декларации?","Нужно техническое описание, заявка, паспорт. Для сертификата — также образцы на испытания.","None"
"Можно ли оформить документы, если нет представительства в России?","Нет, оформление возможно только при наличии российской компании-заявителя.","None"
"Какая стоимость сертификации по ТР ТС 018 на вал приводной в сборе?","Предварительная стоимость Сертификата от РФ — 110 000 рублей. Позже, с учетом включения дополнительной номенклатуры и двух ПИ, стоимость составила 170 000 рублей.","None"
"Можно ли включить в один сертификат разные артикулы приводных валов и компонентов?","Да, можно включить все модели. В сертификате будут указаны: приводные валы и шарниры равных угловых скоростей с артикульными номерами.","None"
"Нужны ли образцы для сертификации приводного вала?","Возможно оформить сертификат без образцов по фото. Однако по желанию клиента образцы можно предоставить.","None"
"Как будет прописана продукция в сертификате?","Будет указано: 'Приводные валы, артикулы: …; Шарниры равных угловых скоростей, артикулы: …'.","None"
"Сколько стоит сертификация от Кыргызстана?","Сертификат от КГ стоит 140 000 рублей, также включает все артикулы.","None"
"Сколько стоит сертификат EAC на наш продукт?","Ваш продукт подлежит оформлению декларации ГОСТ-Р по схеме 3д. Стоимость — 680 долларов США. Срок оформления — 1–2 недели.","None"
"Можно ли указать в СГР нашу компанию, а не российского импортера?","В России — нет, в СГР указывается российский заявитель. Если хотите сохранить прежний номер, можно оформить документ только в Кыргызстане. Если хотите новый — оформим в России.","None"
"Нужен ли CE-тест для получения сертификата EAC на устройства с Wi-Fi и Bluetooth?","Нет, CE-тест не обязателен, но может помочь. Для расчета стоимости и процедуры EAC-сертификации нужен HS-код и описание продукции. Сертификат может быть выдан и без завершённого теста CE.","None"
"Можно ли оформить сертификат без отправки образцов?","Нет, для сертификата образцы обязательны. Без них можно оформить только декларацию.","None"
"Можно ли платить за сертификацию в долларах?","Платежи в долларах в Россию затруднены. Альтернатива — оплата в юанях на российский счет или перевод на личный счет в Казахстан.","None"
"Можно ли оплатить сертификацию через третьи страны, например Казахстан или Кыргызстан?","Да, возможна оплата через счета в Казахстане или Кыргызстане. Уточните детали у менеджера.","None"
"Нужно ли отправлять образцы продукции для оформления декларации?","Нет, для декларации отправка образцов не требуется.","None"
"Какая стоимость ежегодной инспекции по сертификату ЕАЭС?","Стоимость ежегодной инспекции составляет от 300 до 500 долларов США и может меняться каждый год.","None"
"Нужна ли декларация на льняные платья из Китая при ввозе в Киргизию?","Если платья для взрослых, оформляется декларация ТР ЕАЭС 017. Стоимость — 950 долларов. Срок — 2–3 недели. Желательно предоставить образцы на испытания. Можно оформить без образцов, но есть риск аннулирования декларации.",None
"Что если платья для детей — какая сертификация нужна?","Если одежда для детей, требуется сертификат ТР ЕАЭС 007. Стоимость зависит от состава и возрастной группы (0–4, 4–7, 7–14 лет). При оформлении в Киргизии можно обойтись без образцов, но также есть риск аннулирования.",None
"Можно ли получить CE-сертификат на изделия из кожи козы и коровы?","Да, мы можем помочь с оформлением CE. Стоимость — от 4000 евро за один сертификат. Требуется HS-код и страна-производитель. Также заявителем может быть только компания из ЕС.",None
"Сколько времени занимает получение тестового отчета и сертификата CE?","Срок получения — 4–6 недель после начала тестирования и получения образцов.",None
"Как получить сертификат ЕАЭС на органическое масло для волос?","Необходимо оформить декларацию соответствия ТР ТС 009. Требуются: описание продукта, заявка, таможенные декларации на образцы. Образцы и испытания обязательны. Инспекция производства не требуется.",None
"Сколько стоит и сколько действует сертификат на масло для волос?","Стоимость — 1090 долларов. Срок оформления — 2–3 недели после получения образцов. Срок действия документа — 5 лет.",None
"Какие документы нужны для получения EAC-сертификата на моторные масла?","Для начала необходимо оформить свидетельство о регистрации продукции (СГР). Чтобы точно определить, какой документ нужен, необходимо предоставить подробное описание состава продукта.",None
"Какой код ТН ВЭД используется для моторных масел при сертификации ЕАЭС?","Для моторных масел (бензиновых и дизельных двигателей), произведённых в ОАЭ, может использоваться код ТН ВЭД 27101912. Однако окончательное решение зависит от состава продукции.",None
"Нужен ли CE-сертификат на утеплительный материал Равамид?","Да, но необходимо подробное описание принципа действия материала, как он утепляет, из чего состоит, и каким образом применяется в строительстве. Также желательно предоставить ранее выданные протоколы или сертификаты.","None"
"Какие документы требуются для просчета стоимости CE-сертификации?","Требуется заполненная форма с техническим описанием продукции, перечнем компонентов, указанием производителя, составом материалов, паспортом безопасности, фотографиями и при наличии – предыдущими сертификатами.","None"
"Может ли сертификат CE быть действителен на территории Турции?","Да, сертификат CE, выданный по европейскому регламенту, действует также и на территории Турции.","None"
"Сколько стоит и сколько занимает времени получение CE-декларации для продукции Равамид?","Стоимость составляет 4200 евро, образцы отправляются за счёт клиента, срок получения — от 2 до 3 месяцев.","None"
"Можно ли предоставить коммерческое предложение от имени компании Mastcert?","Да, по согласованию возможно оформление коммерческого предложения от имени Mastcert, если это необходимо для работы с производителем.","None"
"Можно ли оформить RoHS декларацию в Казахстане, если заявитель из России?","Да, можно. Заявителем может выступать российская компания, это не обязательно должен быть представитель из Казахстана.","None"
"Сколько стоит оформление RoHS декларации от казахстанского органа сертификации?","Стоимость оформления декларации составляет 770 долларов США.","None"
"Сколько времени занимает оформление RoHS декларации от казахстанского органа сертификации?","Срок оформления составляет 2–3 недели.","None"
"Нужны ли образцы для оформления RoHS декларации от казахстанского органа?","Нет, образцы предоставлять не требуется.","None"
"Можно ли оформить TR EAEU 010 для оборудования, если оно будет использоваться в Индии?","Если документы, выданные в России, принимаются в Индии, то можно. Но скорее всего, российские сертификаты не подойдут для продажи в Индии.","None"
"Какой документ можно выдать, если оборудование не соответствует требованиям и не подлежит сертификации?","Можно выдать Rejection Letter (отказное письмо).","None"
"Сколько стоит оформление Rejection Letter (отказного письма)?","Стоимость составляет 120 USD.","None"
"Можно ли получить добровольный пожарный сертификат на стеновые панели без указания состава?","Да, для добровольного пожарного сертификата по российским стандартам не требуется состав. Достаточно технического описания, общей информации и области применения.","None"
"Какой сертификат нужен для подтверждения пожарной безопасности продукции в Беларуси?","Можно оформить сертификат по белорусским стандартам или по техническому регламенту ТР ЕАЭС 043.","None"
"Какие документы требуются для продукции, если клиент хочет получить RoHS и EAC одновременно?","Возможно оформление объединённой декларации, которая включает в себя оба регламента: ТР ТС 020 и RoHS 037. Такая декларация оформляется как один документ.","None"
"Можно ли объединить в одном документе RoHS и EAC декларацию?","Да, можно оформить одну декларацию, которая включает оба регламента — ТР ТС 020 и RoHS. Это стандартная практика.","None"
"Сколько стоит декларация, включающая ТР ТС 020 и RoHS 037?","Стоимость одной объединённой декларации, покрывающей оба регламента (ТР ТС 020 и RoHS 037), составляет 470 USD.","None"
"Нужна ли анкета для оформления декларации соответствия?","Да, необходимо заполнить анкету с данными о продукции и производителе. Остальные данные, включая данные заявителя, может внести орган по сертификации.","None"
"Что делать, если клиент просит два отдельных документа для разных моделей продукции?","В таком случае оформляются две отдельных декларации, по одной на каждый заказ. Каждая декларация может включать оба регламента (ТР ТС 020 и RoHS).","None"
"Можно ли оплатить после получения готовых документов?","Да, возможна отсрочка оплаты до момента выдачи готовых документов, если такая договорённость подтверждена заранее.","None"
"Нужно ли указывать все модели антифриза в декларации EAC, если у них одинаковый код ТН ВЭД?","Да, если модели уже известны, их лучше указать сразу при оформлении декларации. После регистрации документа изменения внести нельзя.","None"
"Нужно ли указывать объём упаковки антифриза в декларации?","Нет, объём указывать не требуется. Однако цвет жидкости (например, розовый или зелёный) и другие характеристики необходимо указать.","None"
